model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,profile,primary_candidate,complexity,model_status,used_features,universe_n,universe_error_count,universe_error_rate,error_detection_auroc,error_detection_auprc,reviewed_n,review_error_count,review_error_rate,review_lift,review_recall_of_residual_errors,combined_recall_of_candidate_errors,retained_accuracy_after_review,retained_accuracy_gain_vs_residual,deduplicated_universe_n,deduplicated_universe_error_count,deduplicated_universe_error_rate,deduplicated_error_detection_auroc,deduplicated_error_detection_auprc,deduplicated_reviewed_n,deduplicated_review_error_count,deduplicated_review_error_rate,deduplicated_review_lift,deduplicated_review_recall_of_residual_errors,deduplicated_combined_recall_of_candidate_errors,deduplicated_retained_accuracy_after_review,deduplicated_retained_accuracy_gain_vs_residual,uncertainty_error_detection_auprc,uncertainty_review_error_rate,uncertainty_combined_recall_of_candidate_errors,uncertainty_retained_accuracy_gain_vs_residual,uncertainty_deduplicated_error_detection_auprc,uncertainty_deduplicated_review_error_rate,uncertainty_deduplicated_combined_recall_of_candidate_errors,uncertainty_deduplicated_retained_accuracy_gain_vs_residual,transfer_type,held_out_domain,transferred_profile,delta_error_detection_auprc_vs_uncertainty,delta_deduplicated_error_detection_auprc_vs_uncertainty,delta_review_error_rate_vs_uncertainty,delta_deduplicated_review_error_rate_vs_uncertainty,delta_combined_recall_of_candidate_errors_vs_uncertainty,delta_deduplicated_combined_recall_of_candidate_errors_vs_uncertainty,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,delta_deduplicated_retained_accuracy_gain_vs_residual_vs_uncertainty
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,206,39.0,0.18932,0.747121,0.443402,41,15.0,0.365854,1.932458,0.384615,0.571429,0.854545,0.043866,,,,,,,,,,,,,,0.264843,0.268293,0.5,0.019623,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.178559,,0.097561,,0.071429,,0.024243,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,149,25.0,0.167785,0.739677,0.442268,30,13.0,0.433333,2.582667,0.52,0.571429,0.89916,0.066945,,,,,,,,,,,,,,0.265651,0.233333,0.357143,0.016525,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.176617,,0.2,,0.214286,,0.05042,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,132,20.0,0.151515,0.732589,0.372518,26,11.0,0.423077,2.792308,0.55,0.678571,0.915094,0.066609,,,,,,,,,,,,,,0.213717,0.230769,0.5,0.01944,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.158801,,0.192308,,0.178571,,0.047169,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,155,17.0,0.109677,0.821398,0.551616,31,10.0,0.322581,2.941176,0.588235,0.695652,0.943548,0.053226,,,,,,,,,,,,,,0.111853,0.064516,0.347826,-0.01129,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.439763,,0.258065,,0.347826,,0.064516,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,138,16.0,0.115942,0.772029,0.48384,28,9.0,0.321429,2.772321,0.5625,0.695652,0.936364,0.052306,,,,,,,,,,,,,,0.136377,0.071429,0.391304,-0.011331,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.347463,,0.25,,0.304348,,0.063637,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,127,15.0,0.11811,0.763095,0.452516,25,8.0,0.32,2.709333,0.533333,0.588235,0.931373,0.049483,,,,,,,,,,,,,,0.150489,0.12,0.294118,0.000463,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.302027,,0.2,,0.294117,,0.04902,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,113,14.0,0.123894,0.781385,0.479715,23,7.0,0.304348,2.456522,0.5,0.588235,0.922222,0.046116,,,,,,,,,,,,,,0.177037,0.173913,0.411765,0.012783,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.302678,,0.130435,,0.17647,,0.033333,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,217,51.0,0.235023,0.833806,0.654523,43,30.0,0.697674,2.968536,0.588235,0.655738,0.87931,0.114333,,,,,,,,,,,,,,0.325719,0.27907,0.360656,0.010885,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.328804,,0.418604,,0.295082,,0.103448,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,193,43.0,0.222798,0.854419,0.756388,39,27.0,0.692308,3.107335,0.627907,0.737705,0.896104,0.118902,,,,,,,,,,,,,,0.272492,0.282051,0.47541,0.015006,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.483896,,0.410257,,0.262295,,0.103896,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,157,34.0,0.216561,0.881875,0.784504,31,23.0,0.741935,3.425996,0.676471,0.717949,0.912698,0.129259,,,,,,,,,,,,,,0.381746,0.387097,0.435897,0.041957,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.402758,,0.354838,,0.282052,,0.087302,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,140,28.0,0.2,0.798151,0.724066,28,19.0,0.678571,3.392857,0.678571,0.769231,0.919643,0.119643,,,,,,,,,,,,,,0.348957,0.428571,0.589744,0.057143,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.375109,,0.25,,0.179487,,0.0625,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,15,2.0,0.133333,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,0.325,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.675,,,,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,14,2.0,0.142857,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,0.416667,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.583333,,,,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
PACE,biosnap,seed_4,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,250,38.0,0.152,0.895978,0.551505,50,27.0,0.54,3.552632,0.710526,0.755556,0.945,0.097,,,,,,,,,,,,,,0.340585,0.28,0.466667,0.032,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.21092,,0.26,,0.288889,,0.065,
PACE,biosnap,seed_4,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,222,28.0,0.126126,0.888991,0.513744,44,20.0,0.454545,3.603896,0.714286,0.822222,0.955056,0.081182,,,,,,,,,,,,,,0.214502,0.227273,0.6,0.025003,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.299242,,0.227272,,0.222222,,0.056179,
PACE,biosnap,seed_4,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,219,28.0,0.127854,0.894353,0.518768,44,20.0,0.454545,3.555195,0.714286,0.764706,0.954286,0.08214,,,,,,,,,,,,,,0.276838,0.227273,0.470588,0.024997,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.24193,,0.227272,,0.294118,,0.057143,
PACE,biosnap,seed_4,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,194,21.0,0.108247,0.901459,0.586778,39,15.0,0.384615,3.553114,0.714286,0.823529,0.96129,0.069538,,,,,,,,,,,,,,0.197042,0.153846,0.558824,0.011473,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.389736,,0.230769,,0.264705,,0.058065,
PACE,biosnap,seed_5,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,158,14.0,0.088608,0.849206,0.446867,32,10.0,0.3125,3.526786,0.714286,0.789474,0.968254,0.056862,,,,,,,,,,,,,,0.271821,0.1875,0.578947,0.025116,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.175046,,0.125,,0.210527,,0.031746,
PACE,biosnap,seed_5,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,141,10.0,0.070922,0.914504,0.422118,28,8.0,0.285714,4.028571,0.8,0.894737,0.982301,0.053223,,,,,,,,,,,,,,0.124945,0.071429,0.578947,0.000126,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.297173,,0.214285,,0.31579,,0.053097,
PACE,biosnap,seed_5,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,132,9.0,0.068182,0.925023,0.465316,26,8.0,0.307692,4.512821,0.888889,0.909091,0.990566,0.058748,,,,,,,,,,,,,,0.109785,0.038462,0.272727,-0.00729,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.355531,,0.26923,,0.636364,,0.066038,
PACE,biosnap,seed_5,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,118,8.0,0.067797,0.926136,0.389054,24,6.0,0.25,3.6875,0.75,0.818182,0.978723,0.04652,,,,,,,,,,,,,,0.099948,0.083333,0.454545,0.003967,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.289106,,0.166667,,0.363637,,0.042553,
PACE,biosnap,seed_6,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,187,18.0,0.096257,0.805062,0.364647,37,9.0,0.243243,2.527027,0.5,0.608696,0.94,0.036257,,,,,,,,,,,,,,0.23441,0.243243,0.608696,0.036257,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.130237,,0.0,,0.0,,0.0,
PACE,biosnap,seed_6,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,166,13.0,0.078313,0.837104,0.402866,33,9.0,0.272727,3.482517,0.692308,0.826087,0.969925,0.048238,,,,,,,,,,,,,,0.182828,0.181818,0.695652,0.025682,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.220038,,0.090909,,0.130435,,0.022556,
PACE,biosnap,seed_6,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,157,11.0,0.070064,0.854296,0.333828,31,7.0,0.225806,3.222874,0.636364,0.714286,0.968254,0.038318,,,,,,,,,,,,,,0.163457,0.193548,0.642857,0.030381,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.170371,,0.032258,,0.071429,,0.007937,
PACE,biosnap,seed_6,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,140,9.0,0.064286,0.899067,0.3465,28,7.0,0.25,3.888889,0.777778,0.857143,0.982143,0.046429,,,,,,,,,,,,,,0.198618,0.178571,0.714286,0.028571,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.147882,,0.071429,,0.142857,,0.017858,
PACE,biosnap,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,163,13.0,0.079755,0.794872,0.360445,33,7.0,0.212121,2.659674,0.538462,0.6,0.953846,0.033601,,,,,,,,,,,,,,0.212246,0.151515,0.466667,0.018216,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.148199,,0.060606,,0.133333,,0.015385,
PACE,biosnap,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,145,8.0,0.055172,0.711679,0.135861,29,5.0,0.172414,3.125,0.625,0.8,0.974138,0.02931,,,,,,,,,,,,,,0.120978,0.137931,0.733333,0.02069,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.014883,,0.034483,,0.066667,,0.00862,
PACE,biosnap,seed_7,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,130,8.0,0.061538,0.762295,0.213356,26,5.0,0.192308,3.125,0.625,0.625,0.971154,0.032692,,,,,,,,,,,,,,0.289828,0.192308,0.625,0.032692,,,,,leave_one_dataset_out,biosnap,uncertainty_support,-0.076472,,0.0,,0.0,,0.0,
PACE,biosnap,seed_7,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,115,4.0,0.034783,0.891892,0.207955,23,3.0,0.130435,3.75,0.75,0.875,0.98913,0.023913,,,,,,,,,,,,,,0.33844,0.130435,0.875,0.023913,,,,,leave_one_dataset_out,biosnap,uncertainty_support,-0.130485,,0.0,,0.0,,0.0,
PACE,biosnap,seed_8,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,180,20.0,0.111111,0.890625,0.506115,36,14.0,0.388889,3.5,0.7,0.76,0.958333,0.069444,,,,,,,,,,,,,,0.307471,0.277778,0.6,0.041667,,,,,leave_one_dataset_out,biosnap,uncertainty_support,0.198644,,0.111111,,0.16,,0.027777,
