split,group_axis,added_component,measure,num_independent_runs,num_model_dataset_strata,mean,run_win_rate,ci_low,ci_high
validation,target,legacy_empirical_support,delta_retained_accuracy_gain_vs_residual,39,9,0.005792228571,0.641025641026,-0.015527867593,0.025347044405
validation,target,legacy_source_domain_support_after_fit,delta_validation_fold_mean_auprc,39,9,0.023341299942,0.692307692308,-0.071340203542,0.104286204274
validation,target,legacy_source_domain_support_after_fit,delta_error_detection_auprc,39,9,0.018873443434,0.589743589744,-0.06198467005,0.09819900961
validation,target,legacy_source_domain_support_after_fit,delta_review_lift,39,9,0.099647988339,0.538461538462,-0.762339221762,0.806985640701
validation,target,legacy_source_domain_support_after_fit,delta_retained_accuracy_gain_vs_residual,39,9,0.001252743665,0.538461538462,-0.02123307291,0.023151404599
validation,target,legacy_support_after_native,delta_validation_fold_mean_auprc,39,9,-0.004741824513,0.384615384615,-0.028993460141,0.020771395206
validation,target,legacy_support_after_native,delta_error_detection_auprc,39,9,-0.012910504539,0.358974358974,-0.028534149677,0.002822431212
validation,target,legacy_support_after_native,delta_review_lift,39,9,-0.093470385731,0.230769230769,-0.233418512832,0.040972244833
validation,target,legacy_support_after_native,delta_retained_accuracy_gain_vs_residual,39,9,-0.003935198708,0.230769230769,-0.008785105245,0.000329763868
validation,target,native_source_domain_support,delta_validation_fold_mean_auprc,39,9,0.084034633881,0.74358974359,-0.044837235739,0.198467507373
validation,target,native_source_domain_support,delta_error_detection_auprc,39,9,0.070016147925,0.666666666667,-0.028503003718,0.169409101635
validation,target,native_source_domain_support,delta_review_lift,39,9,0.250694196643,0.564102564103,-0.662806936097,1.000944205616
validation,target,native_source_domain_support,delta_retained_accuracy_gain_vs_residual,39,9,0.008521502746,0.564102564103,-0.014786364504,0.028692582698
validation,target,native_source_domain_support_after_fit,delta_validation_fold_mean_auprc,39,9,0.034382218083,0.666666666667,-0.091497880639,0.133951805709
validation,target,native_source_domain_support_after_fit,delta_error_detection_auprc,39,9,0.043343946862,0.615384615385,-0.065695245172,0.143462598431
validation,target,native_source_domain_support_after_fit,delta_review_lift,39,9,0.115788462442,0.487179487179,-0.742019968009,0.825695297096
validation,target,native_source_domain_support_after_fit,delta_retained_accuracy_gain_vs_residual,39,9,0.002490939224,0.512820512821,-0.019052402844,0.022094586048
validation,target,native_support_after_legacy,delta_validation_fold_mean_auprc,39,9,0.006299093629,0.358974358974,-0.037640429645,0.066267671459
validation,target,native_support_after_legacy,delta_error_detection_auprc,39,9,0.011559998889,0.358974358974,-0.020888275529,0.056471317733
validation,target,native_support_after_legacy,delta_review_lift,39,9,-0.077329911627,0.333333333333,-0.333000848431,0.183687047142
validation,target,native_support_after_legacy,delta_retained_accuracy_gain_vs_residual,39,9,-0.002697003149,0.333333333333,-0.011073970546,0.004251685294
validation,target,prior,delta_validation_fold_mean_auprc,39,9,0.072921495708,0.74358974359,-0.023842944685,0.172843850437
validation,target,prior,delta_error_detection_auprc,39,9,0.049550933418,0.641025641026,-0.025779278684,0.130045245285
validation,target,prior,delta_review_lift,39,9,0.279168545888,0.589743589744,-0.383896296448,1.004412999264
validation,target,prior,delta_retained_accuracy_gain_vs_residual,39,9,0.008857269733,0.589743589744,-0.009334856164,0.026908487757
