model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,selector_name,selected_v2_profile,validation_metric,validation_gain_vs_U,validation_gain_U_E_E2_vs_U_E,selection_reason,fallback_reason,validation_gain_U_P_E_E2_vs_best_formal,formal_selected_validation_metric,u_p_e_validation_metric,u_p_e_e2_validation_metric
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.248289,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.129621,0.248289,0.299161,0.16954
DrugBAN,biosnap,seed_5,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.493942,0.171815,-0.006632,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.505881,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.011939,0.493942,0.490581,0.505881
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.53701,0.23324,-0.069131,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.53701,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.074959,0.53701,0.5215,0.462051
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.491033,0.274896,-0.04593,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.491033,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.060226,0.491033,0.474464,0.430807
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.47335,0.251586,-0.124648,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.47335,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.144159,0.47335,0.434008,0.329191
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E2,0.470251,0.130796,0.094588,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.425532,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.064836,0.425532,0.239222,0.360696
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E2,0.525392,0.165877,0.005726,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.392109,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.039548,0.392109,0.367369,0.352561
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E2,0.491476,0.153474,-0.027628,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.391104,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.098333,0.391104,0.311477,0.292771
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E2,0.502427,0.182594,-0.020191,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.376564,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.038648,0.376564,0.331808,0.337916
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.649872,0.305773,0.017665,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.654706,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.022499,0.632207,0.631303,0.654706
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.648017,0.302185,0.020974,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.627043,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,0.00261,0.627043,0.627316,0.629926
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.68119,0.300511,-0.031862,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.68119,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.048382,0.68119,0.666465,0.632808
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.620209,0.315965,-0.011867,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.641672,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.034419,0.641672,0.641672,0.607253
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.54996,0.186693,-0.05717,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.493906,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.048563,0.493906,0.534737,0.486174
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.548222,0.186042,0.014672,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.5678,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.031574,0.526652,0.536226,0.5678
DrugBAN,biosnap,seed_7,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.554649,0.255889,0.066488,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_7,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.498746,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,0.001044,0.498746,0.545871,0.546915
DrugBAN,biosnap,seed_7,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.536988,0.274892,0.056488,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_7,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.527183,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.021761,0.48057,0.505422,0.527183
DrugBAN,biosnap,seed_7,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.674893,0.252007,0.051105,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_7,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.67637,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.052582,0.623788,0.615272,0.67637
DrugBAN,biosnap,seed_7,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.645853,0.240782,0.028075,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_7,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.635938,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.01816,0.617778,0.605023,0.635938
DrugBAN,biosnap,seed_7,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.661186,0.315957,0.02573,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_7,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.640823,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.005367,0.635456,0.623824,0.640823
DrugBAN,biosnap,seed_7,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.641905,0.341656,0.019398,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_7,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.633322,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.010815,0.622507,0.60919,0.633322
DrugBAN,biosnap,seed_8,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E2,0.360072,0.078528,0.033757,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_8,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.358887,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.055931,0.358887,0.315501,0.302956
DrugBAN,biosnap,seed_8,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E2,0.45328,0.195137,0.011019,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_8,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.382929,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.033086,0.382929,0.318061,0.349843
DrugBAN,biosnap,seed_8,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E2,0.411525,0.169255,0.0845,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_8,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.395757,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.077224,0.299468,0.318533,0.395757
DrugBAN,biosnap,seed_8,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E2,0.462427,0.182593,0.047856,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_8,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.453149,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.04803,0.405119,0.363519,0.453149
DrugBAN,biosnap,seed_8,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.558626,0.245212,-0.011161,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_8,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.558626,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.040193,0.558626,0.54531,0.518433
DrugBAN,biosnap,seed_8,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.614964,0.358489,-0.127286,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_8,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.614964,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.133472,0.614964,0.536322,0.481492
DrugBAN,biosnap,seed_8,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.563235,0.30994,-0.012492,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_8,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.563235,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.012353,0.563235,0.53996,0.550882
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.666374,0.376459,0.08879,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.624228,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.046644,0.577584,0.551296,0.624228
DrugBAN,bindingdb,seed_4,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E2,0.487455,0.080548,0.087183,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_4,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.483237,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.015919,0.467318,0.423179,0.483237
DrugBAN,bindingdb,seed_4,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.500254,0.052421,0.025902,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_4,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.547439,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.029731,0.547439,0.550934,0.521203
DrugBAN,bindingdb,seed_4,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.488431,0.10054,-0.095575,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_4,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.618117,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.158432,0.618117,0.589837,0.459685
DrugBAN,bindingdb,seed_4,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.444854,0.007127,-0.037224,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_4,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.332515,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.034108,0.332515,0.596673,0.562565
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E2,0.565509,0.079611,0.005878,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.596673,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.010925,0.585748,0.585748,0.596673
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E2,0.588431,0.074203,0.05802,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.600198,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.04492,0.522808,0.555278,0.600198
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E2,0.576481,0.111998,0.017575,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.579252,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.011927,0.52184,0.567325,0.579252
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E2,0.567827,0.08966,0.039641,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.556374,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.008982,0.547392,0.547392,0.556374
DrugBAN,bindingdb,seed_5,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E2,0.39749,0.125271,-0.043833,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_5,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.528774,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.284292,0.528774,0.283703,0.244482
DrugBAN,bindingdb,seed_5,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.274727,0.0,-0.065548,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_5,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.512182,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.317372,0.512182,0.256922,0.19481
DrugBAN,bindingdb,seed_5,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E2,0.534346,0.320987,0.015142,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_5,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.243012,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.00608,0.158116,0.236932,0.243012
DrugBAN,bindingdb,seed_5,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E2,0.394955,0.155061,0.038963,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_5,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.231241,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.062844,0.168397,0.1582,0.231241
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.523734,0.197146,0.101876,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.53844,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.113108,0.395388,0.425332,0.53844
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E2,0.535158,0.229971,0.048723,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.524145,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.023744,0.47805,0.500401,0.524145
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E2,0.551542,0.318613,0.093181,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.520425,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.068187,0.404887,0.452238,0.520425
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E2,0.582271,0.369446,0.130107,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.528039,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.116726,0.361645,0.411313,0.528039
DrugBAN,bindingdb,seed_6,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.258886,0.07924,,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_6,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.173924,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.173924,0.243273,
DrugBAN,bindingdb,seed_6,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.126899,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_6,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.189574,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.189574,,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.085122,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.230907,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.230907,,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.138991,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.191149,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.191149,,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.429482,0.249396,0.04026,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.401322,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.0121,0.389222,0.368468,0.401322
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.278856,0.133182,0.0435,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.292382,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.048822,0.235356,0.24356,0.292382
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.445693,0.271136,-0.142053,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.445693,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.156888,0.445693,0.417818,0.288805
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.344786,0.145359,-0.077093,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.344786,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.075607,0.344786,0.3332,0.269179
DrugBAN,bindingdb,seed_7,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.261046,0.0,-0.081644,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.300683,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.216502,0.300683,0.425652,0.20915
DrugBAN,bindingdb,seed_7,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.238984,0.0,0.082937,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.301665,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.016065,0.301665,0.143966,0.2856
DrugBAN,bindingdb,seed_7,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.219423,0.0,-0.035551,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.248793,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.090748,0.248793,0.324931,0.234183
DrugBAN,bindingdb,seed_7,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.486027,0.30758,,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.342324,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.342324,0.548926,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.596556,0.16876,-0.025455,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.652243,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.047763,0.652243,0.652243,0.60448
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.604271,0.259778,-0.038608,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.604271,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.035429,0.604271,0.615711,0.580282
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.586488,0.230139,-0.037856,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.611435,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.024947,0.586488,0.568464,0.611435
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.593537,0.295838,-0.049384,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.593537,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.070559,0.593537,0.599574,0.529015
DrugBAN,bindingdb,seed_8,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.400331,0.128832,,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_8,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.240267,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.240267,0.261771,
DrugBAN,bindingdb,seed_8,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.530281,0.231576,0.193117,validation_gain_vs_U_meets_threshold,,,,,
